Phrase,Target
strong problem-solving analytical skills,1.0
• prior experience,0.0
open environment,0.0
• exceptional verbal,0.0
communication presentation skills,0.0
dynamic environment,0.0
saas pharma,1.0
hot spots,1.0
great experiences,0.0
want work,0.0
global environment,0.0
potential international career,0.0
experienced leadership team • ambitions,0.0
responsibilities •,0.0
impact job team,0.0
company contact job poster gaël béron cto poc pharma • help pharma companies,0.0
go-to-market job poster location,0.0
job prudential,0.0
purpose help people,0.0
life,0.0
culture diversity,0.0
inclusion,0.0
partners,0.0
platform people,0.0
impact business,0.0
exchange,0.0
support people,0.0
career ambitions,0.0
pledge,0.0
prudential place connect,0.0
responsible business intelligence support agency strategy,0.0
job responsibilities,0.0
phạm vi công việc,0.0
effective business intelligence strategies analytics solution agency distribution channel,0.0
business needs objectives,0.0
analytics projects,1.0
manage analyze sales data agency channel,0.0
support sales planning,0.0
strategy planning,0.0
business decision incentives,0.0
compensations,0.0
recruitment,1.0
cross sales,0.0
contests,0.0
marketing campaigns,0.0
statistics data,1.0
gain,0.0
actionable business insights boost agent productivity revenue,0.0
key performance metrics agency distribution channel,0.0
business opportunities,0.0
review performance manage timeline,0.0
reports findings,1.0
present senior management,0.0
develop team data analysts,0.0
management,0.0
job accountability / trách nhiệm chính role,0.0
business strategy analytics solution,0.0
deliver business insights,0.0
important business indicators,0.0
job requirements,0.0
cầyou qualifications,0.0
bằng cấp bachelor,0.0
computer science,1.0
master,1.0
degree,1.0
-4 years,0.0
business/system analysis business performance management life insurance company,0.0
similar role,0.0
skill / kiến thức và kỹ,1.0
good communication presentation skills,1.0
proficient english,1.0
results-driven ability handle,1.0
strong interpersonal time-management skills,1.0
proficient business intelligence tools,1.0
sas/ sql/power bi,1.0
competencies,1.0
năng lực lãnh đạo leadership capability model,0.0
intermediate level,0.0
prudential equal opportunity employer,0.0
equality opportunity benefits,0.0
perform work organisation,0.0
irrespective sex,0.0
ethnic origin,0.0
social cultural background,0.0
pregnancy maternity,0.0
religion belief,0.0
part-time /,0.0
fixed-term work,0.0
status,0.0
applicable law,0.0
standards,0.0
recruitment third-party suppliers,0.0
account context grade,0.0
job location,0.0
reasonable adjustments support people,0.0
special requirements,0.0
learn,0.0
general description business intelligence analyst member business strategy group,0.0
bsg,0.0
ceo,0.0
bsg team,0.0
businesses,0.0
new strategies,0.0
mind creatory,0.0
add business intelligence analyst,0.0
bring insights fuel innovation learning,0.0
data-driven decisions,0.0
access data,0.0
someone,0.0
eager work,0.0
support business ’ objectives,0.0
b,0.0
main responsibilities,0.0
important role,0.0
effectiveness efficiency business,0.0
business strategy adjustment future growth,0.0
deep inside business data,0.0
common responsibilities,0.0
collect,0.0
analyze business data expert,0.0
data measure analyze business performance markets products,0.0
able manipulate analyze,0.0
large datasets,0.0
multiple sources,0.0
social media analytics platforms,1.0
analyze media performance data trends,0.0
draw conclusions effectiveness business strategy,0.0
maintain database / dashboards,1.0
new database/ data warehouse,1.0
explore business issues/opportunities,1.0
uncover insights,0.0
areas business growth,0.0
research,1.0
implement maintenance forecasting models,1.0
decision-making models,1.0
business operation,0.0
structure,0.0
result numbers,0.0
present analysis,1.0
solid way business,0.0
lead ceo,0.0
collaborate cross-functional teams,0.0
disciplines product,0.0
marketing,0.0
deep dive core issues,0.0
answers,0.0
c,1.0
1-3 years experience media entertainment business category,0.0
relevant work experience analytics insights,0.0
related role,0.0
business mindset,1.0
passion data analysis,1.0
dot skills,1.0
strong proficiency,0.0
platforms,0.0
powerpoint,1.0
google analytics,1.0
doubleclick dcm,1.0
visualization skills,1.0
applications,0.0
nft,1.0
dao,0.0
p2e games,0.0
advanced english communication presentation skills,1.0
daily task,0.0
aim vision everyone talent,0.0
daily changes,0.0
contact job poster võ trần mai anh,0.0
mia,0.0
talent acquisition business partner,0.0
lead job poster location ho chi,0.0
technical expertise,0.0
data requirements,0.0
sources,0.0
design models,1.0
assess impact business initiatives,0.0
changes performance measures,0.0
business metrics,1.0
scorecards,1.0
manage team data analysts/engineers,1.0
deadlines analytics projects,0.0
customer expectations,0.0
departments,0.0
responsibilities,0.0
technical understandings project management supervise process designing,0.0
documents,0.0
execute drive analytics projects,0.0
requirement experience,0.0
3-5 years,1.0
managerial experience bi field,1.0
bachelor master,1.0
information systems teamwork,1.0
project management,1.0
business communication,1.0
data processing,1.0
data visualization,1.0
submit job application,0.0
job job description support design,0.0
build data,1.0
sql server,1.0
usa manager deliver tasks,0.0
collect reporting requirements,1.0
etc.,0.0
validate/test,0.0
report system,0.0
fit requirements,0.0
present report/findings,0.0
new ideas,0.0
execute ideas,0.0
overall goal,0.0
qualifications/experience,0.0
data analyst reporting analyst,1.0
proficient use sql,1.0
proficient use power bi,1.0
proficient spoken,1.0
good understanding data,1.0
excellent presentation data visualization skills,1.0
knowledge process production company,1.0
solid understanding accounting concepts,1.0
data science,1.0
business analysis,1.0
jazzhr,0.0
job description huggies®,0.0
kleenex®,0.0
cottonelle®,0.0
scott®,0.0
kotex®,0.0
poise®,0.0
depend®,0.0
legendary brands—and rest world,0.0
fact,0.0
% people world,0.0
kimberly-clark products,0.0
every day,0.0
manufacturing experts,0.0
– kind,0.0
family,0.0
employee research,0.0
every single manufacturing employee,0.0
day confidence security,0.0
safety,0.0
pride ability,0.0
healthy paycheck job,0.0
opportunities,0.0
members,0.0
new skills,0.0
roles,0.0
schedules time,0.0
way create future,0.0
kimberly-clark,0.0
clock,0.0
sales bi manager,0.0
bi reporting platform,1.0
analytical tools,1.0
insights support business channel,1.0
gt,0.0
mt,0.0
ec,0.0
corporate ..,0.0
vietnam indochina digital / ecom activities,0.0
retailer engagement platforms consumer engagement platforms consumer journey strategies,0.0
data points,0.0
structured level standard k-c data governance sensitivity,0.0
expectations,0.0
in-depth data analysis,1.0
insight generating,1.0
accurate,0.0
lead data analysis pipeline insight,0.0
support business decision-making,0.0
projects improvements,0.0
work stakeholders,0.0
organization identify opportunities,0.0
company data drive business solutions,0.0
highlight support sales team,0.0
territory levels,0.0
big picture,1.0
address gaps/opportunities,0.0
answer,0.0
performance vs target,0.0
communicate focus,0.0
specific territory support drive business,0.0
territory,0.0
sales operations,1.0
rtm trade marketing team,0.0
mine analyze data company,0.0
drive optimization improvement sales performance,0.0
route optimization,0.0
product portfolio business strategies,0.0
bellows,0.0
techniques,0.0
sales team,0.0
line manager,0.0
function,0.0
sales insights share,0.0
office support,0.0
competitive intelligent enhancement,0.0
field study reconfirm,0.0
trendlines,0.0
perspective incorporate sales insights data,0.0
deep-dive analysis define indicators,0.0
abnormalities,0.0
main areas,0.0
sales opportunities/improvements analysis projects,0.0
route-to-market analysis,0.0
incentive payroll analysis,0.0
target analysis,1.0
distributor investment roi analysis,0.0
product assortment portfolio analysis,0.0
vmi analysis,1.0
bi reporting,1.0
insight sharing,0.0
easy decision,0.0
lead reporting activities,0.0
tableau / power bi,1.0
communicate users,0.0
leadership team highlights actions,0.0
understanding,0.0
documenting business needs,0.0
clear business sense,0.0
accountable business performance monitoring,0.0
operational execution,0.0
daily sales report,0.0
month business review,0.0
demand,0.0
monthly sales team,0.0
trade activities,0.0
propose solutions highlights business team,0.0
bi dashboards,1.0
dashboard show performance,0.0
specific areas,0.0
rtm dashboard,1.0
dashboard… dashboard template design,0.0
user experiences collaboration,0.0
parties,0.0
timeline propose,0.0
timeline,0.0
bottom-up proactive explorative approach,0.0
quick-wins,0.0
adhocs analysis,1.0
field teams,0.0
meaningful relevant accurate insights recommendations,0.0
session,0.0
highlights/alert data,0.0
decision,0.0
business questions support leader team ’ decision,0.0
data management,1.0
business intelligent initiative projects,0.0
database,1.0
centralization,0.0
lead data warehouse activities,0.0
ready business use actions,0.0
control data sales department act,0.0
data source sales activity,0.0
validation,0.0
bi initiatives,1.0
bi projects,1.0
clear scope,0.0
project team,0.0
budget,0.0
stakeholder,0.0
alignment management,0.0
different sources,0.0
types,0.0
execution bi,0.0
initiative bi projects,0.0
daily operational uses,0.0
analytical uses,0.0
different design,0.0
optimize performance identify type data address purpose data warehouse,0.0
data lake,1.0
bi vendors,1.0
suitable support programs,0.0
enable deployment operations,0.0
management – bi system,1.0
data integrity,1.0
vendor performance,0.0
level service,0.0
in-service contracts,0.0
specifics,0.0
sla kpis work,0.0
initiatives term data,0.0
vn track budget,0.0
dwh bi tool,1.0
forecast accuracy training,0.0
follow findings,0.0
capability,0.0
conduct,0.0
course end-users,0.0
leveraged team,0.0
follow findings/insights,0.0
generate results qualifications/education/experience,0.0
’ degree,1.0
mba,1.0
advantage,0.0
4-year experience,0.0
similar roles,0.0
fmcg industry firms,0.0
business intelligent,1.0
report automation,1.0
optimization analytics,1.0
english communication skill,1.0
opportunities sales,0.0
optimization projects,0.0
analytical skills,1.0
proven ability,0.0
data-science toolkits,1.0
power bi / tableau / r / sql .. show,0.0
great ability communicate,0.0
functions parties,0.0
regional / sales,0.0
/ department,0.0
collaborative ability draw connections,0.0
problems statement,0.0
strong business,0.0
process-oriented proven,0.0
skill proficiency communication,1.0
different stakeholders position,0.0
subject drug alcohol testing,0.0
pre-employment testing,0.0
total benefits sales employees,0.0
important team members,0.0
loyal fans,0.0
favorite people,0.0
care,0.0
many offerings,0.0
great support,0.0
good health options,0.0
dental vision coverage—and,0.0
periods,0.0
pre-existing condition restrictions,0.0
start work peace mind,0.0
flexible savings,0.0
accounts,0.0
health care options,0.0
dollars,0.0
dependents,0.0
diverse income protection insurance options,0.0
family case illness,0.0
injury,0.0
unexpected events,0.0
life choices,0.0
time resources,0.0
child,0.0
relocate,0.0
